Bit Size (in),Mud Circulation Rate (gal/min),Drilling Interval Length (ft),Weight on Bit (1000 lbs),Rotary Speed (rev/min),ROP
7.042261889707026,64.8450039195648,758.8232002061021,4.19553237595628,39.450765338455795,4.143899165803905
8.501230873131622,75.46341138066151,796.5202021613429,3.85162475428826,35.193682462872395,5.06525182236885
8.922579950777774,71.15886431783807,748.5119846312616,4.644149890984561,36.71628724099303,4.694131735022799
7.930251467614272,70.90645903660503,625.9235192048122,5.288987351885258,39.893605319780086,4.830728497630936
8.735640598924423,89.88586441648683,804.1108900202022,4.629275705344787,40.57366175797843,5.553907920264254
8.303788332603546,79.03546893919913,931.7104117769298,4.770469251501199,35.54714144103418,4.877684082465826
7.60340128818597,86.2417777163905,907.8031123332191,5.024604956570015,43.902848288992324,5.0496219224407435
8.365627870659317,84.40083505641498,923.8030783735954,4.2372855456759755,42.46971051015832,4.430453615944922
9.257808624561818,89.5711945950631,957.8505223216979,5.579121922769405,38.101423271622046,4.8924650294438665
8.135844547486256,87.6105867040306,880.9320339947325,4.980971245776418,35.303025145202014,5.301655991973763
9.34579973085722,77.95734734396234,901.6940184426406,5.6723427872431795,40.72611998827563,4.352328459539595
6.283610845195811,97.26260270881795,848.0463956136101,4.670135152014205,39.88772606571482,5.187663115258419
8.86268146360985,86.36787475195487,884.0797891876659,5.881026544774276,42.27295827091005,5.17689886750012
8.347167637471708,78.68972536431338,973.062248894342,5.464470133879235,40.76104273561519,5.184358252627434
8.088622489044873,89.06538839804837,1035.1647982330353,5.419101596643299,34.76365700092504,5.685357531409869
8.411237325373591,106.423738728188,934.099670129208,5.326081210057141,41.22757922226875,5.39233870188657
6.874712336181212,102.14547217632074,919.1597100558623,5.152387101426849,41.82893565313864,5.970573153925239
8.236282958572845,92.99734146770412,970.022265852337,5.899606116344372,45.77286870255787,4.83005012039393
8.703451919136482,94.08186764759894,1035.1118609328978,5.446320142404825,40.855198736127406,5.404504617374557
9.588058521403433,95.41590531453046,864.8158522232768,4.470694839516444,50.51619714984985,5.414847154241634
8.096365958093067,117.96124126789184,798.0901173318988,4.9348379282327866,36.57659767970744,4.888294380869857
7.90238607792499,103.96547796623754,967.5455428032816,5.447868807352536,49.71597341643096,5.912115786357935
8.166335239004239,105.56931569022106,916.8285529733276,5.7506832717939,43.85611806761431,6.624604289111206
9.289668867012994,112.28930479895902,994.336486905024,5.619880284426838,48.536319228050516,5.50477498290379
8.867439148424497,106.11849998517324,1039.973262382321,6.328331224275181,45.667997101207966,5.800185966767991
8.230575111171955,102.56280602457257,1022.5093945979038,4.745875061253502,50.31381901888851,5.625289473638704
9.073298712356827,104.26055284798475,1218.9138727786235,5.885903420847969,44.323863702247586,5.256848861558638
8.778738037300167,106.570057535923,1122.0518066200482,4.9052666413024015,41.64654909635499,4.72617723229848
9.494035336102906,108.02329185261948,1131.8014582145072,6.323619711999811,52.45327774993101,5.325986126166925
8.209089538996786,116.68305451448204,1176.3852366066078,5.922195031614827,46.320830586521154,5.005206048149969
8.533496910295963,111.15387726499138,1010.5949641805264,6.254637084824975,48.029078853576905,6.639769767577028
8.511467754200584,119.13106488078154,1244.4334915703125,5.608280271569115,52.646764002948615,5.731650879247804
7.686787429314072,112.06682097651164,1142.167542757164,6.841607258209942,43.245026870443176,5.645062904723859
9.119619039519915,114.81889407567166,1232.1309629642126,6.76945798179062,50.53455331993537,6.330301919429054
9.122321574488565,94.43109757531263,1060.759865104071,6.571132055665329,45.69335827103844,5.300813390975195
8.947058584532469,125.85035182136085,1020.1653934746392,6.223892522520909,47.96907362672306,5.521535428228106
8.783528012290557,121.04799131248265,1286.2042072538302,6.682810313080866,49.155533192985054,6.002224412951684
7.8561701693091806,129.15741421942457,1251.0119026097557,5.997891392562968,42.495715709325914,6.556060223156897
8.691059754417303,88.45253400782202,1122.8129721178934,6.956837897987447,45.95627955185396,6.307788398671223
8.783519168231226,143.46057367574983,1137.4379154568337,7.480465962105024,55.75648486333525,6.205752128893618
8.43652672249767,120.3566022426678,1372.235800817065,7.200385214776886,53.99110286276663,6.147815945568774
8.990694476625464,135.28189466606466,1123.3607070460773,6.186817987587746,50.01075709400334,6.360859216278511
9.486003696820912,112.51985943124214,1457.7933670312834,6.892819107107597,51.692454412247656,6.286564113900535
10.74209034153502,132.17148857242722,1178.117103093858,5.946505351469424,49.529564301068,5.633721830240047
9.357971248285669,114.40583380843952,1368.3848067471727,7.133251273769149,57.41541798198519,6.270009266749138
9.4574973250391,120.35500605160398,1267.4109031191683,7.115141613807568,50.53155627754573,5.672174555903257
9.211141114385185,150.79829352921706,1389.5923067634278,5.73210040561451,52.83057095987504,6.359797673446073
7.696721350601566,127.53683382317317,1264.9097275755796,6.219674045683974,57.409799446902035,6.073901883344033
9.311061677955992,133.45024813494604,1322.3816660774085,6.821622495051427,48.67191363970911,7.842208075622087
9.414119524065018,142.3515160373198,1359.0332291471777,6.863048771342217,60.007387237901256,6.3950938482112445
11.475831590110683,139.07865852577734,1242.8355170217553,6.334369755098295,45.627196861567796,5.637409941005134
9.260280529509055,136.0818937910127,1469.9314901575879,7.4128957485148534,61.01099079614142,6.409400285382708
9.71001319228216,139.83645564412512,1325.8477763613753,7.379538130347041,51.70411592333514,6.827431576637133
9.45385651896209,166.04361457610236,1373.2095771977338,7.143155251751352,52.61486547329075,7.544913441902939
8.512872426167926,136.92588289822413,1287.5115963779533,6.826114738138853,44.88183968301794,6.2424432395077085
10.525135679902661,141.27625633682862,1097.196153806034,8.074776597190676,52.146828277010066,5.683164154935645
10.221455332548016,153.1177233891749,1413.338182024431,8.539765568890143,49.54809655980356,7.151514128811812
10.28731175675054,155.04563305821532,1764.924530830702,7.160670600208266,51.949568976486155,5.864500930574417
8.845170132287278,157.32535899860525,1565.3093921568016,7.125094289466013,54.56351385770083,6.467147805729732
10.88371558058052,151.50097218754104,1471.5134676604866,7.930341671845119,60.32494243431103,6.6093064508553105
8.470673361073834,129.5368870893344,1450.910174555376,7.402188964806602,56.87195150609613,6.758369107020084
10.237302985811636,166.90758234890384,1501.1020724906575,7.606066535215894,57.67413668735256,7.259784670641052
11.676618584194513,131.51156658614698,1584.4324696363667,8.273114619163467,50.849429865610354,6.447872570658479
8.911576392628167,151.790490279969,1360.3215042606246,6.468585085511766,52.20800034597872,6.735286374227711
9.313635170478177,138.78345859507294,1687.9309238372762,8.798009132105173,66.22048105434251,6.931296677778372
9.93212956675122,149.15005588533984,1645.62531002153,7.97071852504229,53.49482719362483,7.068925335006835
9.426460914216019,155.61319846832333,1658.793521461856,7.6776988381587605,66.15886868919672,7.0715373979564315
8.521717959131983,156.6701339663566,1632.046313279982,7.962561379936776,56.60197886720995,7.3210593564796635
9.995232939517269,159.2161024308064,1584.8816644373137,8.053756052529788,58.171134958967606,7.617080632674
9.011335930952285,176.95757047277152,1690.6248556050114,6.867615045666945,64.08114976902218,7.3656304302725495
10.419971185657205,161.99463573220044,1691.6386555632962,9.2909990665581,65.46592759729364,7.4408820943989715
9.194554268923365,153.32195859984165,1566.5366566897067,8.273902394752122,58.4442888952043,6.160863869802153
11.456535239999655,171.59183111736897,1545.9448943221214,8.628112131466514,57.251421210184326,7.251280498792283
9.373228798769198,176.0401614250882,1657.1527349318517,9.066556732963896,59.31557973884183,7.566481164654287
9.82095109071392,142.4488850717596,1884.703019871959,7.63290980575371,61.729046023312996,7.766402309558404
10.886863376650831,169.9379641729638,1480.3006016547315,8.819937929616822,65.02713703792553,6.866751508730347
9.047101659558434,172.6402531117705,1456.466426266932,8.30844256954106,60.512517070494674,6.921446716474918
10.413098490091997,159.1384014339258,1715.1700383075015,9.220496492349367,64.16625609753446,7.010700219054794
11.438218695475996,185.0276431147029,1709.9059948071472,6.971008128694826,70.0772942005029,7.786055671881871
8.779297319472297,163.529073594456,1740.8541562613216,8.598301774757562,63.469222989584615,8.156642387315621
10.465355069172332,168.77909647681147,1764.0131277255098,8.256108203685411,63.383991083474676,7.222158335287978
10.565804607196238,165.40089137783355,1703.2014677747272,9.125505170433758,53.47781283784921,8.14737255082548
11.082928749459263,169.3803011599027,1984.7888101533708,9.211713525249897,47.50159343026904,7.650786780466998
9.228336936217788,153.46879081505205,1508.232659628861,8.325599925792426,64.71413918637462,7.516473234547102
9.17675399977218,149.18002472496454,1641.8366633209798,8.372549745572858,62.28370411869427,7.4910287808571665
10.935069516124328,197.2758671335249,1769.527585558953,8.910361051468563,60.187145517595376,8.18657159723244
10.754442728592677,160.40739273438413,1532.2083662235725,8.323411806660715,64.79203840266896,7.931714691138292
10.741321799236905,159.17497094345575,1781.48158512371,9.79830717521792,63.34743339740547,9.326208334728884
10.863004890998154,141.8047584000004,2094.600228205004,8.857715900387797,70.47947520127052,7.179141023665844
9.917989707669124,166.8392646600184,1837.5825117650572,6.804987339162672,64.77441601255065,8.174519419710773
10.816051633401086,156.93108124562534,1884.468428645823,8.957547111137428,60.22713579667738,7.4714863259292175
10.904865276119418,205.76192647907308,1647.3986066653263,8.45278957737283,70.63875356941095,7.263446307616172
9.969649565152613,196.7892751996911,1766.3998758069627,8.001493413058235,63.87699915799938,7.907003789328328
12.478853795671993,170.27737471827282,1818.587933512659,8.381957548471055,68.54260020105953,8.047819680221524
11.171643326015595,219.67022499732332,1839.983862846544,9.579897665546044,62.90839680088024,10.081330210153872
9.592722065557968,200.00746334588138,2126.0181900341468,10.681376192255303,62.16264729306547,7.886256644758048
11.411454328228336,179.4895250887798,2014.4263174182063,9.865033619999624,66.81766316050198,7.234746275554225
9.856992737378345,144.1754649193159,1737.0768652413046,9.121974219908873,66.68350912384956,8.287517619637464
11.602348686268014,225.73163536914691,1985.2420885881606,10.100817960701768,69.78684569975383,6.6067593850415305
11.997783460769941,164.7249037212765,2041.781062413691,9.353625832999596,65.56468105822914,8.090858737953429
10.090182610846245,161.3486102317264,2167.9132411562914,9.197497457822704,56.327820831533295,8.205000009789764
11.872157994706233,208.0543791083038,2259.551939143571,8.839978009420175,65.13208501371156,8.816404604539134
11.361934636431807,233.7267589072023,1808.3450689788742,8.355056608459208,72.92573753814808,8.986828294285553
11.797713651271428,216.78703120708775,1856.0531766882675,9.622990100139482,66.52492886361607,7.921539972191134
12.895403301602766,203.73646565917355,1786.2002167681878,10.169659622390087,67.12346234886725,8.219454510441988
10.801115993515705,205.46008492816344,1983.4952089890446,9.993414686421625,75.05673668547117,7.79028095101426
10.323783460439826,211.2116217085787,2123.7188516672095,9.75570584275072,64.79225017201203,7.548992449790444
10.216071494090189,210.74560396529262,2232.3530876105406,9.321914490825899,59.86657505943219,8.67212411056782
10.317560936040042,203.41725926557498,2048.080378603541,10.803980475631738,68.80156982821373,7.5005814832788
11.08768836635391,201.39265417394458,2014.4708937125656,9.0766363909468,67.04735704319656,8.188997036254566
11.538928860632073,199.5163275371919,2114.674498323687,11.074315734869854,64.27183123627555,7.7762302496192826
11.504757713845661,188.08018238637933,1940.4777319252403,9.466842710653756,69.56899330767295,9.00030528929859
12.09316953022472,197.77156770496592,2507.0236519299306,9.751153531972806,74.11563434696996,10.006905349202388
11.29849099060344,172.93597950349275,1815.1293426757447,9.125617580447168,71.2076899312869,7.632869482810296
12.795562991728497,203.3314786971859,2169.6742209413096,10.090693471651202,73.5355996345154,7.23279728923994
11.075109259947236,187.91956821045596,2537.0662636310185,11.553967612334219,83.57622622679038,8.617297357707887
14.160240457278478,186.79805770064644,2159.5149788487674,11.171096717410343,69.91493063000671,8.762422159229745
12.047644482922024,211.8986009192239,2133.0784137922565,11.674568163858424,74.24696461287282,8.957745186382574
10.553258144939974,235.91234808435394,2111.9970775326833,11.29054429255372,69.39085345289583,8.465393713664936
10.36042017962835,228.1928251325078,2158.577399268522,9.76131232130646,67.4532879260064,8.694584474972112
11.994658848347095,181.9471780079361,2478.7934214779543,10.567629049557826,69.44733854209518,9.1833005202397
11.293728182260493,194.04980106414612,1776.6324807636431,10.177344371450502,70.42640433520475,9.75972443335179
12.298116069411332,232.27994484464102,2537.9961753533375,12.31726915499865,76.27940294257726,7.382533065381256
12.079031735749027,196.2379783291686,1954.856672628965,9.863411079055338,89.86311804047264,8.6950621461382
11.539479876654323,212.0234755486095,2200.1136370931504,12.001564257581169,69.6722387211459,9.20223201225414
10.758114283843138,228.29195788664327,2178.6656391493807,12.059218793295758,71.95943746314045,8.314512675788825
10.083857835249017,199.59320006523748,2398.892860513102,13.063143636056646,74.62766663062447,10.515641269804442
11.23529616971726,221.8580633121855,1960.8135741137744,10.85471519401662,78.02928943024469,8.610630033900899
12.640278029848202,194.37727023515478,2397.982730413316,12.050315368588322,77.43070536655696,9.133647344871722
11.992473681847425,210.00739824351345,2735.846140583151,13.71491319152586,84.70281388851825,9.663035050751546
10.473292573422636,229.571465135695,2040.8305715597617,10.796929225922547,59.57482539698837,8.745757124922383
12.010146497718244,192.1201980582589,2378.149078592388,9.899586771132089,60.07424044757933,7.731181895953247
12.26699991400976,234.33484612421873,2210.206529788046,9.58787065937634,73.3742114641911,8.947885478459911
10.940397309538834,226.1241646487128,2452.7756123295094,12.338319227955028,84.7065769889369,10.207250844816834
12.08077570521101,238.96932265987095,2378.325350922322,9.674394687281286,66.48028056642639,9.092244391162048
12.008528184318429,233.38510627783262,2248.469509925415,11.310560175865113,56.64988700040035,8.694403196733402
10.744039341449348,258.12531724693525,2503.5412954441404,12.21948138574528,81.97494829768841,10.233120137790067
12.392609753755313,233.6287244722431,2801.6425908960655,12.00764740171677,79.9743953527698,9.198715212115516
12.643502085139788,223.17835967387208,2380.62526519588,12.319170988754506,70.84236541531908,9.078854393264649
13.242201172843975,235.8428838069554,2591.930880263776,12.15736984801989,71.84777146859022,9.679035754408355
13.243316275987066,245.8618351992594,2161.517183167415,13.351037296670407,72.22572219805285,10.250289082561453
10.622604799690793,236.5612269621863,2246.6449387751704,10.996208890578682,80.2135418224912,11.682306378335813
11.13012486924361,237.51519516274746,2575.2780578762417,11.344986096751713,75.22132579409906,10.373810682847271
12.751054595465305,222.7532801417,2813.809372738795,11.291265724773135,83.56353328420757,10.70126428155878
12.781103040084018,224.64781452391492,2574.0850168424795,13.09993204441901,59.66760477313499,9.281766139859355
12.81391231780194,209.7264667734349,2435.643679010599,13.23538514726667,74.37386516897517,8.858332307445863
16.533023934059113,279.1232712593643,2518.0996619595903,12.796693968272782,72.6831200611725,9.849147941188601
12.938606120582143,215.1540065181957,2245.5150847791933,13.666948500518455,79.29849859376347,9.923812674641326
13.597121106569283,228.22253274503586,2680.5800804743976,11.090138696450857,77.51769988285112,8.906371414915645
13.428144545302853,228.7162595312315,2757.101136463915,14.329003469952884,87.62415890615439,9.74245298584813
13.123137770826215,265.4372202686271,2461.8523796873483,14.229009550452698,68.31560181841682,10.290416597070609
12.07383611985298,240.22597099395392,2469.2006163443243,13.399615691479312,82.6734404709408,10.291551753441988
13.307322490674316,275.74048886279746,2652.2562327632345,14.645648868531019,86.77968889375467,10.45702975803345
11.61799804268994,233.93246391728457,2499.993812518941,10.785782010916789,96.77452676171585,10.300696947826326
12.24974355627534,256.4333412627875,2598.717865049852,12.128882256860168,79.60230391479693,9.613020108902903
11.998479275511414,232.38594129605352,3122.5812558539114,11.93778734266944,85.93985175896802,9.639967325511732
12.669249251103583,301.1320738049303,2579.627164623095,13.67143894839531,70.18922968445018,9.047846175754259
15.232805704686443,226.42952734903375,2564.8111834282154,11.67344481213189,65.98279388928283,11.811795223758871
10.513000979764724,261.7533525661963,2507.1319131472883,13.828530159133487,90.79040933114251,10.224223655755411
13.449003283693614,270.3673215768347,2853.405477741323,14.603527288476156,84.62429722906836,10.039307178612654
10.853841911996739,266.4704599447531,2642.477211710539,13.870823515314905,93.96912079771126,9.422030035517086
12.186173416668453,253.72518119659497,2540.595391019956,13.442857626562827,74.71190838112135,13.041931493850507
14.006989766464157,256.1252432219112,3032.596688511958,11.991932742387032,89.5430844444531,9.351171587148805
12.860760927680973,261.3045639828786,3070.110076872597,12.20892132380602,100.26819710708168,9.985028980288966
11.573623651356742,257.9449892854514,2586.5434712871806,14.762720525001615,89.37629532368474,10.810688325076606
12.019801098680862,285.3026474875676,2284.9546688149726,14.258911224412962,88.5654710103301,11.02029265186645
13.664475565371983,316.1067755806037,3008.416945563347,13.331396767884605,86.77247319804121,11.394709843684973
12.058497235793327,251.49369931755695,2599.6094050298843,12.927213676159235,74.69741975025708,12.237379363088934
13.188964937996166,233.122667517469,2980.287512797784,11.027593741042383,97.93759599701605,11.04095804167878
13.020150535806067,264.90738076035535,2298.8534774995633,12.235547687608612,82.7647006046404,9.587763659710822
12.234800698500248,330.4125339403582,3031.754798481042,15.93324167769771,91.86051534790424,10.383711229456054
15.540656610673855,249.8021175198615,2511.103519515833,12.07576471075508,75.76011860207598,10.95977850754561
13.801997573013468,310.29460072168615,3016.46402138057,13.93637741195454,79.06399820532461,12.690668702895982
10.701797521504966,312.5286076759031,2845.9708957152357,15.00408130843438,100.20682658847866,9.383578284723175
13.337233994661133,259.07019767691526,2609.265404194684,12.250975851312829,86.25301831568169,11.934259636569172
12.364092784240121,287.79962537037864,2761.3213038418335,14.09535358434169,101.01087660039802,10.978477688838893
14.188117034767943,315.1937845994806,3056.1166897875187,15.093848247665376,88.98763549475825,11.65561127614137
12.265178502443149,266.6114722743306,2917.8748068251984,13.988691714820119,75.00547225521849,10.773342777421606
13.100545822646403,272.07705398899105,3054.9851084704214,17.648192073789048,97.44310241556381,10.080928183893263
13.870249374979608,263.7119507812217,3432.7334626224156,11.966469750032472,85.68821814026344,11.682258804863219
14.33339567561765,253.887838989966,2514.360568197994,15.48200951085498,96.49244905984695,11.62413304122038
11.887620447729075,264.1377348544271,3366.0097855670965,13.968516700216679,91.28172242392795,11.975791167021953
12.955232628432888,250.62998280701032,2978.0492299189805,15.23276143091631,78.6773468838902,11.033949097389678
12.815142469237243,283.6482142597263,2722.7162464574108,14.865152256551381,93.01295625999293,10.483732465047591
12.628478225217595,264.2319106140758,2618.2310190802855,13.404390955138197,110.12358581099664,9.557203546514137
15.584124227982247,291.0282925840732,2935.516040632228,14.702296133683099,96.33282728341055,11.97395003585384
13.96870934742147,246.08553558136057,3247.056876524288,12.041676895004661,92.05253301170522,11.613158016495753
11.974681554372635,295.8362940167908,2975.7934697229834,15.301485181151769,101.80629972944111,10.245849489601891
14.655840688165357,310.0419647272028,3433.40464644696,14.958477491491903,94.87957278993922,10.710409040888688
16.158892350838673,237.57909146588713,2638.050561849324,15.462063881384669,95.16685208056595,10.816503121208783
14.86111184078019,300.44163953596836,3043.042704405758,16.07324979856781,84.49134615709232,9.81400156796387
11.764140896411599,324.02081192737097,2713.635130250454,15.217074409791522,95.96608947749147,10.524390998797406
13.062442370253413,261.01880807417643,3170.8448835088584,14.980822760450518,103.06515659236307,10.232402519754693
15.248385260118129,338.2931192180621,3328.397623603508,13.661254418528799,87.4545518424803,11.005711755692769
12.844032820705127,306.28803852109326,2977.186778292876,13.937323576503882,107.02359118547531,10.702620801821965
14.29688432668111,277.48285533286713,2378.299935708559,16.542264379627728,94.36780259070385,9.815742314269716
14.738324004030156,295.91465509543616,3174.205830929296,16.93905279770307,87.81850434032837,13.634095362798622
12.655908805560234,313.53361977838864,3253.416467108421,14.731446589937208,104.33154941471341,12.87343528133951
13.763704637639792,301.70746143805735,3256.7148823356592,15.17065941119763,93.54842722264792,10.790473541171227
9.822415820181659,315.3671501811854,3505.208037476752,13.927730275853103,102.90228602135329,11.924219535579468
12.616582761655982,276.8916304561696,2861.1565927870197,16.822259171613556,94.07280772896382,12.112264898154207
13.611330337073476,307.6520062096494,3372.9601398205336,16.184768796884512,96.3791522524082,12.963589674115333
12.390472490451845,265.4588063795486,3532.7936587834683,18.001630426560677,101.50951003361905,10.87809404548827
16.043061461964626,302.22729213571535,2689.7706619840064,14.16273176263853,100.03567274929071,12.935740785499014
12.213720733607145,281.48156724916015,3306.861637049503,14.90741010998524,80.21463443971311,11.230372175827265
13.491689099732241,287.1755225297422,3079.9889127132496,15.809072060125509,88.17002942376268,10.423268437439486
14.243729923028672,342.99643618804043,3214.632175998205,16.44475225884618,106.58464525785833,12.656901743155938
15.938135651900707,340.2100998433144,3352.1023132430546,15.291902150868957,97.47549001475248,13.30170896643051
12.31110056847522,327.95369107805544,3119.338835178321,14.419189123688046,94.27632501226155,14.73588780753475
15.651359136456573,281.35854577914523,3075.2705917769904,16.948345937497663,87.09806372848311,10.692617350921852
14.21127439076593,304.2414007940042,3296.5026703282924,16.779404661426128,89.85129511079201,12.777910698443051
12.971366609670069,348.5974631007225,2975.6475899460597,14.506977529873511,81.65150484217727,11.611846724730798
14.851249419285828,319.43230573251316,2986.8986622024004,17.800217383308198,99.19262057593872,12.9437870904135
14.544268296812227,382.6078452078617,3525.5517667817717,17.595465772284108,94.98910850613002,10.521305367241856
13.544849650671525,328.9043686496677,2989.6604802854567,16.166033261854327,91.92857271556697,10.778849888776564
14.438487365127353,324.29479504893925,3547.090278329515,16.141841565270514,100.359865926358,11.344122948074313
13.879761756277269,311.0098620905876,3498.2360083457124,16.882967395763696,104.58761664439105,12.317460107101516
14.555612792872056,324.89345284912014,2846.9147257960035,14.883802541490036,120.6945221203022,11.557667863778155
15.298850406843084,317.7393865384447,3176.1561500264293,16.232945865992857,87.99378530114325,13.029732215002085
16.53371955500585,343.88818568534845,3759.2189263402793,13.096691191137552,112.80230274058303,13.474957852327687
12.883316544894168,352.34318762128333,3105.619368624191,17.582844537336335,111.4066428267287,13.037256472589482
